candidate_id,rank,score,reasoning
CAND_0007009,1,0.991000,Exposure to ranking components utilizing Learning to Rank and core retrieval tools; good fit for core search optimization. The candidate's 30-day notice period is a hiring advantage.
CAND_0062247,2,0.991000,Ranking-system experience using Learning to Rank and core retrieval tools; solid fit for recommendation and retrieval optimization. Alignment with favorable joining timeline.
CAND_0064326,3,0.991000,Demonstrated search engineering exposure through BM25 and core retrieval tools; provides clear relevance for search-oriented systems. Demonstrates real-world production scale.
CAND_0065195,4,0.991000,Exposure to ranking pipelines with Learning to Rank and core retrieval tools; demonstrates excellent relevance for ranking acumen. Backed by hands-on deployment experience.
CAND_0066376,5,0.991000,"Ranking-system experience using Recommendation Systems and Learning to Rank; solid fit for recommendation and retrieval optimization. Backed by hands-on deployment experience. A strong candidate, however the 90-day joining timeline is less than ideal."
CAND_0068811,6,0.991000,Search infrastructure capabilities featuring OpenSearch and core retrieval tools; clear candidate for the relevance engineering team. Backed by hands-on deployment experience. Fast availability (30 days) makes this profile actionable.
CAND_0075249,7,0.991000,Experience with retrieval and ranking-related systems using Learning to Rank and core retrieval tools; strong candidate for the recommendation systems team. Supported by strong production deployment history.
CAND_0076251,8,0.991000,"Exposure to ranking pipelines with Learning to Rank and core retrieval tools; demonstrates strong relevance for ranking acumen. Backed by hands-on deployment experience. The candidate is relevant, though the 60-day notice period requires scheduling flexibility."
CAND_0079387,9,0.991000,Experience with retrieval and ranking-related systems using Recommendation Systems and Learning to Rank; good candidate for the recommendation systems team. Supported by strong production deployment history. Fast availability (30 days) makes this profile actionable.
CAND_0081846,10,0.991000,Exposure to ranking-oriented retrieval systems using Learning to Rank and Recommendation Systems; provides excellent signal for JD relevance. Supported by strong production deployment history. Alignment with favorable joining timeline.
CAND_0040117,11,0.990000,Experience building search engines with BM25 and core retrieval tools; provides solid alignment with core JD needs. Demonstrates real-world production scale. Alignment with favorable joining timeline.
CAND_0027801,12,0.988638,Understanding of retrieval relevance and ranking heuristics utilizing Learning to Rank and core retrieval tools; excellent alignment with team goals. Demonstrates real-world production scale. Technical strengths are somewhat offset by the 120-day notice requirement.
CAND_0066999,13,0.987249,Shows relevant exposure to search relevance and indexing through OpenSearch and BM25; clear alignment for the role. Solid shipping evidence noted. Alignment with favorable joining timeline.
CAND_0061265,14,0.986862,"Exposure to ranking pipelines with Learning to Rank and core retrieval tools; demonstrates strong relevance for ranking acumen. Backed by hands-on deployment experience. The candidate is relevant, though the 120-day notice period requires scheduling flexibility."
CAND_0041568,15,0.985755,"Exposure to ranking components utilizing Recommendation Systems and core retrieval tools; good fit for core search optimization. Solid shipping evidence noted. Demonstrates the right skills, but carries a heavier 90-day availability burden."
CAND_0060054,16,0.985542,Ranking-system experience using Recommendation Systems and core retrieval tools; excellent fit for recommendation and retrieval optimization. Solid shipping evidence noted. The candidate's 15-day notice period is a hiring advantage.
CAND_0055905,17,0.985100,Background in enterprise search systems utilizing Elasticsearch and OpenSearch; good match for this role. Supported by strong production deployment history. The candidate's 30-day notice period is a hiring advantage.
CAND_0083307,18,0.983765,"Understanding of retrieval relevance and ranking heuristics utilizing Learning to Rank and core retrieval tools; strong alignment with team goals. Demonstrates the right skills, but carries a heavier 120-day availability burden."
CAND_0093912,19,0.980382,Relevant ranking and retrieval exposure using Recommendation Systems and Learning to Rank; good fit for this engineering role. The candidate's 30-day notice period is a hiring advantage.
CAND_0044222,20,0.976058,"Search-stack background with OpenSearch and BM25; indicates strong product-system alignment. Solid shipping evidence noted. While technically sound, the 60-day notice period poses a slight logistical challenge."
CAND_0069905,21,0.975059,"Experience with retrieval and ranking-related systems using Recommendation Systems and Learning to Rank; clear candidate for the recommendation systems team. A strong candidate, however the 90-day joining timeline is less than ideal."
CAND_0078492,22,0.974994,Ranking-system experience using Recommendation Systems and core retrieval tools; solid fit for recommendation and retrieval optimization. Alignment with favorable joining timeline.
CAND_0058575,23,0.974389,Knowledge of learning-to-rank methodologies via Recommendation Systems and core retrieval tools; clear match for the core mission. Backed by hands-on deployment experience. The 90-day notice period slightly reduces the immediate actionability.
CAND_0050454,24,0.974159,Experience building search engines with BM25 and core retrieval tools; provides excellent alignment with core JD needs. The candidate's 30-day notice period is a hiring advantage.
CAND_0086151,25,0.971508,"Retrieval and ranking exposure through Recommendation Systems and core retrieval tools; solid alignment with ranking-focused requirements. Demonstrates real-world production scale. While technically sound, the 120-day notice period poses a slight logistical challenge."
CAND_0053591,26,0.971437,"Exposure to advanced search solutions using OpenSearch and BM25; shows strong positioning for a ranking-centric position. Supported by strong production deployment history. Good profile, but the 60-day availability is a minor drawback for urgent needs."
CAND_0010685,27,0.971000,Background in enterprise search systems utilizing Information Retrieval and Elasticsearch; solid match for this role. Supported by strong production deployment history. Fast availability (30 days) makes this profile actionable.
CAND_0055992,28,0.970634,"Background in enterprise search systems utilizing Information Retrieval and OpenSearch; solid match for this role. Supported by strong production deployment history. The candidate is relevant, though the 60-day notice period requires scheduling flexibility."
CAND_0081686,29,0.964629,"Exposure to vector search optimization and indexing with FAISS and Milvus; good fit for recommendation workflows. Solid shipping evidence noted. Demonstrates the right skills, but carries a heavier 60-day availability burden."
CAND_0027691,30,0.961000,Experience with retrieval and ranking-related systems using Recommendation Systems and Learning to Rank; clear candidate for the recommendation systems team. Supported by strong production deployment history. The candidate's 15-day notice period is a hiring advantage.
CAND_0030953,31,0.961000,Exposure to ranking components utilizing Learning to Rank and core retrieval tools; excellent fit for core search optimization. Backed by hands-on deployment experience.
CAND_0036184,32,0.961000,Experience deploying vector DBs via FAISS and Vector Search; strong candidate for embedding-heavy architectures. Alignment with favorable joining timeline.
CAND_0046064,33,0.961000,Search infrastructure capabilities featuring BM25 and OpenSearch; strong candidate for the relevance engineering team. Backed by hands-on deployment experience. The candidate's 30-day notice period is a hiring advantage.
CAND_0043228,34,0.960888,Exposure to ranking components utilizing Learning to Rank and core retrieval tools; good fit for core search optimization. Solid shipping evidence noted. The candidate's 30-day notice period is a hiring advantage.
CAND_0009024,35,0.958347,Retrieval and ranking exposure through Recommendation Systems and core retrieval tools; good alignment with ranking-focused requirements. Demonstrates real-world production scale. Alignment with favorable joining timeline.
CAND_0017960,36,0.957667,"Hands-on search infrastructure experience via Information Retrieval and core retrieval tools; solid fit for retrieval optimization tasks. Solid shipping evidence noted. Good profile, but the 60-day availability is a minor drawback for urgent needs."
CAND_0077337,37,0.953994,"Experience with retrieval and ranking-related systems using Recommendation Systems and core retrieval tools; good candidate for the recommendation systems team. Supported by strong production deployment history. Technical relevance, though slightly weaker due to 60-day notice period."
CAND_0025640,38,0.953345,Experience with retrieval and ranking-related systems using Recommendation Systems and core retrieval tools; strong candidate for the recommendation systems team. Supported by strong production deployment history. Alignment with favorable joining timeline.
CAND_0033179,39,0.952470,Exposure to scalable search infrastructure using OpenSearch and Information Retrieval; good fit for retrieval-focused role. Demonstrates real-world production scale. Alignment with favorable joining timeline.
CAND_0054123,40,0.951777,Exposure to vector search optimization and indexing with pgvector and Weaviate; clear fit for recommendation workflows. Solid shipping evidence noted. Technical strengths are somewhat offset by the 60-day notice requirement.
CAND_0018722,41,0.951251,"Experience with ranking algorithms with Recommendation Systems and core retrieval tools; solid fit for relevance maximization. Good profile, but the 90-day availability is a minor drawback for urgent needs."
CAND_0010770,42,0.951000,Understanding of retrieval relevance and ranking heuristics utilizing Learning to Rank and core retrieval tools; strong alignment with team goals. Demonstrates real-world production scale. Fast availability (30 days) makes this profile actionable.
CAND_0026532,43,0.951000,"Exposure to scalable search infrastructure using Information Retrieval and core retrieval tools; good fit for retrieval-focused role. Demonstrates real-world production scale. The candidate is relevant, though the 90-day notice period requires scheduling flexibility."
CAND_0028793,44,0.951000,Understanding of retrieval relevance and ranking heuristics utilizing Learning to Rank and core retrieval tools; excellent alignment with team goals. Demonstrates real-world production scale. Technical strengths are somewhat offset by the 120-day notice requirement.
CAND_0053695,45,0.951000,Understanding of retrieval relevance and ranking heuristics utilizing Recommendation Systems and core retrieval tools; excellent alignment with team goals. Demonstrates real-world production scale. The candidate's 15-day notice period is a hiring advantage.
CAND_0052682,46,0.950885,Exposure to vector search optimization and indexing with FAISS and core retrieval tools; clear fit for recommendation workflows. Solid shipping evidence noted. Alignment with favorable joining timeline.
CAND_0011687,47,0.950776,Search infrastructure capabilities featuring OpenSearch and core retrieval tools; excellent candidate for the relevance engineering team. Backed by hands-on deployment experience. Alignment with favorable joining timeline.
CAND_0020877,48,0.948896,"Demonstrated search engineering exposure through Elasticsearch and OpenSearch; provides excellent relevance for search-oriented systems. Demonstrates the right skills, but carries a heavier 60-day availability burden."
CAND_0036437,49,0.948700,Search-stack background with OpenSearch and Elasticsearch; indicates clear product-system alignment. Backed by hands-on deployment experience. The candidate's 30-day notice period is a hiring advantage.
CAND_0000031,50,0.948231,"Hands-on search infrastructure experience via Information Retrieval and core retrieval tools; excellent fit for retrieval optimization tasks. Solid shipping evidence noted. A strong candidate, however the 60-day joining timeline is less than ideal."
CAND_0016163,51,0.947536,"Experience with vector similarity search solutions using Weaviate and pgvector; clear positioning for this engineering team. Supported by strong production deployment history. A strong candidate, however the 120-day joining timeline is less than ideal."
CAND_0005649,52,0.947357,"Experience with ranking algorithms with Recommendation Systems and core retrieval tools; excellent fit for relevance maximization. Solid shipping evidence noted. A strong candidate, however the 90-day joining timeline is less than ideal."
CAND_0077285,53,0.946851,Experience building search engines with Information Retrieval and core retrieval tools; provides excellent alignment with core JD needs. Demonstrates real-world production scale. Technical strengths are somewhat offset by the 60-day notice requirement.
CAND_0018549,54,0.944800,"Exposure to advanced search solutions using Elasticsearch and OpenSearch; shows strong positioning for a ranking-centric position. Supported by strong production deployment history. Good profile, but the 60-day availability is a minor drawback for urgent needs."
CAND_0052335,55,0.941459,"Experience with retrieval and ranking-related systems using Learning to Rank and core retrieval tools; strong candidate for the recommendation systems team. Good profile, but the 60-day availability is a minor drawback for urgent needs."
CAND_0018499,56,0.941000,Experience with retrieval and ranking-related systems using Recommendation Systems and Learning to Rank; clear candidate for the recommendation systems team. Supported by strong production deployment history. The candidate's 15-day notice period is a hiring advantage.
CAND_0020708,57,0.941000,Understanding of retrieval relevance and ranking heuristics utilizing Learning to Rank and core retrieval tools; good alignment with team goals. Profile supported by quick joining availability.
CAND_0039383,58,0.941000,"Exposure to ranking pipelines with Recommendation Systems and core retrieval tools; demonstrates strong relevance for ranking acumen. Backed by hands-on deployment experience. The candidate is relevant, though the 90-day notice period requires scheduling flexibility."
CAND_0041610,59,0.941000,Experience with ranking algorithms with Learning to Rank and Recommendation Systems; excellent fit for relevance maximization. Solid shipping evidence noted. Fast availability (30 days) makes this profile actionable.
CAND_0041669,60,0.941000,"Hands-on search-platform experience with Information Retrieval and core retrieval tools; shows excellent alignment with ranking-heavy JD. Backed by hands-on deployment experience. Technical relevance, though slightly weaker due to 60-day notice period."
CAND_0042506,61,0.941000,Search-stack background with Information Retrieval and core retrieval tools; indicates strong product-system alignment. Solid shipping evidence noted. Alignment with favorable joining timeline.
CAND_0051292,62,0.941000,Hands-on search infrastructure experience via Elasticsearch and core retrieval tools; solid fit for retrieval optimization tasks. The candidate's 30-day notice period is a hiring advantage.
CAND_0052328,63,0.941000,Retrieval and ranking exposure through Recommendation Systems and Learning to Rank; good alignment with ranking-focused requirements. Demonstrates real-world production scale. Alignment with favorable joining timeline.
CAND_0054394,64,0.941000,Experience building vector-search pipelines using Pinecone and core retrieval tools; good fit for large-scale retrieval systems. Alignment with favorable joining timeline.
CAND_0014440,65,0.939052,Search-stack background with Elasticsearch and core retrieval tools; indicates clear product-system alignment. Backed by hands-on deployment experience. The 60-day notice period slightly reduces the immediate actionability.
CAND_0046525,66,0.936099,"Hands-on search-platform experience with Elasticsearch and Information Retrieval; shows solid alignment with ranking-heavy JD. Backed by hands-on deployment experience. A strong candidate, however the 60-day joining timeline is less than ideal."
CAND_0040887,67,0.934352,Understanding of retrieval relevance and ranking heuristics utilizing Recommendation Systems and core retrieval tools; solid alignment with team goals. Alignment with favorable joining timeline.
CAND_0008295,68,0.933124,Search infrastructure capabilities featuring BM25 and core retrieval tools; excellent candidate for the relevance engineering team. Backed by hands-on deployment experience.
CAND_0010541,69,0.933107,"Exposure to scalable search infrastructure using BM25 and core retrieval tools; good fit for retrieval-focused role. Demonstrates real-world production scale. The candidate is relevant, though the 60-day notice period requires scheduling flexibility."
CAND_0031593,70,0.932879,"Exposure to ranking pipelines with Recommendation Systems and core retrieval tools; demonstrates strong relevance for ranking acumen. Backed by hands-on deployment experience. The candidate is relevant, though the 90-day notice period requires scheduling flexibility."
CAND_0039838,71,0.932656,"Background in enterprise search systems utilizing OpenSearch and core retrieval tools; clear match for this role. Demonstrates real-world production scale. Technical relevance, though slightly weaker due to 90-day notice period."
CAND_0081053,72,0.929071,"Ranking-system experience using Learning to Rank and core retrieval tools; solid fit for recommendation and retrieval optimization. Backed by hands-on deployment experience. A strong candidate, however the 90-day joining timeline is less than ideal."
CAND_0008425,73,0.928673,"Experience with retrieval and ranking-related systems using Learning to Rank and Recommendation Systems; clear candidate for the recommendation systems team. Supported by strong production deployment history. A strong candidate, however the 90-day joining timeline is less than ideal."
CAND_0098952,74,0.928300,Ranking-system experience using Recommendation Systems and core retrieval tools; solid fit for recommendation and retrieval optimization. Backed by hands-on deployment experience.
CAND_0076831,75,0.927331,"Exposure to scalable search infrastructure using BM25 and core retrieval tools; good fit for retrieval-focused role. Demonstrates real-world production scale. The candidate is relevant, though the 90-day notice period requires scheduling flexibility."
CAND_0039754,76,0.926409,Hands-on search-platform experience with OpenSearch and BM25; shows excellent alignment with ranking-heavy JD. Backed by hands-on deployment experience. The candidate's 30-day notice period is a hiring advantage.
CAND_0043381,77,0.925406,Experience building search engines with BM25 and OpenSearch; provides good alignment with core JD needs. Demonstrates real-world production scale.
CAND_0002025,78,0.924001,Relevant ranking and retrieval exposure using Recommendation Systems and core retrieval tools; clear fit for this engineering role. Demonstrates real-world production scale. Alignment with favorable joining timeline.
CAND_0046132,79,0.922898,Exposure to advanced search solutions using Information Retrieval and core retrieval tools; shows strong positioning for a ranking-centric position. Supported by strong production deployment history. Alignment with favorable joining timeline.
CAND_0005311,80,0.922543,Experience with vector similarity search solutions using Qdrant and core retrieval tools; strong positioning for this engineering team. Supported by strong production deployment history. Alignment with favorable joining timeline.
CAND_0096172,81,0.921755,Shows relevant exposure to search relevance and indexing through OpenSearch and Elasticsearch; clear alignment for the role. Solid shipping evidence noted.
CAND_0057563,82,0.921540,"Hands-on search infrastructure experience via Elasticsearch and OpenSearch; solid fit for retrieval optimization tasks. Solid shipping evidence noted. Good profile, but the 60-day availability is a minor drawback for urgent needs."
CAND_0030348,83,0.920040,Exposure to scalable search infrastructure using Elasticsearch and core retrieval tools; good fit for retrieval-focused role. Demonstrates real-world production scale.
CAND_0004402,84,0.919145,"Retrieval and ranking exposure through Learning to Rank and core retrieval tools; good alignment with ranking-focused requirements. Demonstrates real-world production scale. The candidate is relevant, though the 60-day notice period requires scheduling flexibility."
CAND_0007412,85,0.918320,Exposure to ranking pipelines with Recommendation Systems and core retrieval tools; demonstrates good relevance for ranking acumen. Solid shipping evidence noted. The 120-day notice period slightly reduces the immediate actionability.
CAND_0049896,86,0.917403,"Exposure to scalable search infrastructure using Information Retrieval and core retrieval tools; good fit for retrieval-focused role. Demonstrates real-world production scale. The candidate is relevant, though the 90-day notice period requires scheduling flexibility."
CAND_0070485,87,0.916822,"Exposure to ranking pipelines with Recommendation Systems and core retrieval tools; demonstrates excellent relevance for ranking acumen. A solid fit, albeit constrained by a longer 120-day transition timeline."
CAND_0011327,88,0.916444,Search-stack background with OpenSearch and core retrieval tools; indicates clear product-system alignment. Backed by hands-on deployment experience. The 60-day notice period slightly reduces the immediate actionability.
CAND_0099806,89,0.914417,Demonstrated search engineering exposure through Elasticsearch and BM25; provides excellent relevance for search-oriented systems. Supported by strong production deployment history. Alignment with favorable joining timeline.
CAND_0071974,90,0.914277,Retrieval and ranking exposure through Learning to Rank and core retrieval tools; solid alignment with ranking-focused requirements. Demonstrates real-world production scale.
CAND_0098846,91,0.912520,Understanding of retrieval relevance and ranking heuristics utilizing Recommendation Systems and core retrieval tools; strong alignment with team goals. Demonstrates real-world production scale.
CAND_0044855,92,0.910916,"Experience with retrieval and ranking-related systems using Learning to Rank and core retrieval tools; clear candidate for the recommendation systems team. Supported by strong production deployment history. A strong candidate, however the 60-day joining timeline is less than ideal."
CAND_0011162,93,0.908744,"Exposure to advanced search solutions using OpenSearch and core retrieval tools; shows clear positioning for a ranking-centric position. Supported by strong production deployment history. A strong candidate, however the 90-day joining timeline is less than ideal."
CAND_0029367,94,0.908374,"Experience with retrieval and ranking-related systems using Recommendation Systems and core retrieval tools; clear candidate for the recommendation systems team. A strong candidate, however the 90-day joining timeline is less than ideal."
CAND_0074735,95,0.907819,"Ranking-system experience using Learning to Rank and core retrieval tools; excellent fit for recommendation and retrieval optimization. Backed by hands-on deployment experience. Technical relevance, though slightly weaker due to 90-day notice period."
CAND_0093883,96,0.907366,"Search infrastructure capabilities featuring BM25 and OpenSearch; strong candidate for the relevance engineering team. Backed by hands-on deployment experience. The candidate is relevant, though the 60-day notice period requires scheduling flexibility."
CAND_0079064,97,0.907071,"Experience with retrieval and ranking-related systems using Recommendation Systems and core retrieval tools; strong candidate for the recommendation systems team. Good profile, but the 120-day availability is a minor drawback for urgent needs."
CAND_0094685,98,0.905935,Hands-on vector database management via Weaviate and pgvector; excellent alignment with the vector retrieval needs. Backed by hands-on deployment experience.
CAND_0058688,99,0.904199,Hands-on search-platform experience with Information Retrieval and core retrieval tools; shows solid alignment with ranking-heavy JD. Backed by hands-on deployment experience. Alignment with favorable joining timeline.
CAND_0003977,100,0.900719,Exposure to ranking pipelines with Learning to Rank and core retrieval tools; demonstrates excellent relevance for ranking acumen.
